Código de Conexión,Equipo,Tipo de la observación,Fecha de la Observación,Código de la observación,Lectura de contador,Toda la lectura de contador del tiempo,Edad componente,Intervalo de la observación,días,Valoración de la Observación,Grado de Trakka,Edad del lubricante,Uso,Lubricante drenado,Agredado,Valoración del Estado Asignada,Notas sobre la Revisión del Estado,Otras recomendaciones,Efecto de Falla,Revisado,Revisor,Resumen de la Acción,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),Agua (%),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Cobre (ppm),Cromo (ppm),Hierro (ppm),Plomo (ppm),Bario (ppm),Cadmio (ppm),Estaño (ppm),Niquel (ppm),Fecha Calculada,Año,Mes,Flota
0060138 ZSHI,60138,Análisis flúido,10/07/2023,0060138 ZSHI 20230710,"22659,78","22721,38","22721,38","451,9",31,Normal,Advertencia,,"22721,38",No,0,Normal,"se realizo test  hidraulico , se verificaron fuentes de desgaste anormal, se tomo contra muetras la cual muestra en advertencia,  disminuyo del 13,57  a 7,99 hierro (ppm) ",se  tomara una contra muestra para seguimiento ,Ninguna falla identificada,25/07/2023 1:39:32 p. m.,fpertuz,,,"56,9","380,08",168,,0,,,,"6,12",,,"8,5",23,22,18,"2,39","2,61","1,46","7,99","1,09",,,,,10/07/2023,2023,07,EX3600
0060138 ZSHI,60138,Análisis flúido,9/06/2023,0060138 ZSHI 20230609,"22207,88","22269,48","22269,48","81,2",8,Crítico,Crítico,,"22269,48",No,0,Crítico,Los predictores de hierro en crítico.,"1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración: By pass, flujo pleno, drenaje y alta eficiencia  4. Cambie los desfogues del tanque hidráulico.  5. Tomar muestra de aceite hco.    ",Ninguna falla identificada,28/06/2023 4:24:05 p. m.,fpertuz,,,"102,97","365,21","317,52",,0,,,,"8,46",,,"8,65",19,18,14,"3,36","2,25","1,93","13,07","0,72",,,,,9/06/2023,2023,06,EX3600
0060138 ZSHI,60138,Análisis flúido,1/06/2023,0060138 ZSHI 20230601,"22126,68","22188,28","22188,28","948,2",61,Crítico,Crítico,,"22188,28",No,0,Advertencia,"Predictor de hierro en critico y silicio en advertencia, filtros cambiados en PM del 3 de Junio, Previamiente se destruyo un motor de giro. Se mantiene en seguimiento. ",,Alto conteo de partículas,8/06/2023 3:58:53 p. m.,fpertuz,,,"113,22","342,39","343,12",,0,,,,"7,97",,,"8,9",19,17,13,"3,16","2,69","2,24","13,57","0,9",,,,,1/06/2023,2023,06,EX3600
0060138 ZSHI,60138,Análisis flúido,1/04/2023,0060138 ZSHI 20230401,"21178,48","21240,08","21240,08","500,7",28,Crítico,Crítico,,"21240,08",No,0,Advertencia,"Predictor de hierro en critico, ISO 06 y 14 en advertencia, motores de giro FLH, TLH y FRH con alarmas de contaminación consecutivas, se mantiene en seguimiento. ","Cambio de filtros de pilotaje, flujo pleno, bypass y alta eficiencia, proximo PM. ",Altos metales de desgaste,10/04/2023 2:53:59 p. m.,fpertuz,,,"43,02","321,18","325,55",,0,,,,"6,9",,,"8,88",24,23,20,"2,26","2,11","0,48","10,27",0,,,,,1/04/2023,2023,04,EX3600
0060138 ZSHI,60138,Análisis flúido,4/03/2023,0060138 ZSHI 20230304,"20677,78","20739,38","20739,38","432,9",33,Advertencia,Advertencia,,"20739,38",No,0,Advertencia,Predictor de hierro en advertencia,"1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos.  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración y toma de contra-muestra de aceite.  4. Cambie los desfogues del tanque hidráulico.  5. Cambie los filtros del sistema (By pass, drenaje, flujo pleno y alta eficiencia)  ",Altos metales de desgaste,13/03/2023 4:04:04 p. m.,fpertuz,,,"35,61","343,06","230,74",,0,,,,"4,86",,,"8,854",20,17,13,"1,42","1,69","0,42","8,14","0,16",,,,,4/03/2023,2023,03,EX3600
0060138 ZSHI,60138,Análisis flúido,30/01/2023,0060138 ZSHI 20230130,"20244,88","20306,48","20306,48",150,10,Crítico,Crítico,,"20306,48",No,0,Crítico,"Predictores de silicio y Iso 6u en advertencia, hierro en critico. El aceite hidraulico se cambio en el PM presente y se realiza limpieza de tanque hidralico y cambio de filtros de succion.",,Altos metales de desgaste,7/02/2023 3:07:42 p. m.,fpertuz,,,"54,03","333,83","273,91",,0,,,,"8,71",,,"8,86",24,23,19,"2,69","3,85","0,95","13,96","0,79",,,,,30/01/2023,2023,01,EX3600
0060138 ZSHI,60138,Análisis flúido,20/01/2023,0060138 ZSHI 20230120,"20094,88","20156,48","20156,48","1035,1",71,Advertencia,Crítico,,"20156,48",No,0,Advertencia,El predictor de silicio y hierro en crítico.   ,"1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos.  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración y toma de contra-muestra de aceite.  4. Cambie los desfogues del tanque hidráulico.  5. Cambie los filtros del sistema (By pass, drenaje, flujo pleno y alta eficiencia)  ",Altos metales de desgaste,24/01/2023 9:21:26 a. m.,fpertuz,"Acción: Cambiar los filtros (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:34 por imoreno1:    Cierre de notas en 2024-03-15 16:03:05 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Inspeccionar Respiradero (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:34 por imoreno1:    Cierre de notas en 2024-03-15 16:03:05 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Inspeccionar las fuentes de entrada de la suciedad (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:34 por imoreno1:    Cierre de notas en 2024-03-15 16:03:05 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Tomar muestra de aceite (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:34 por imoreno1:    Cierre de notas en 2024-03-15 16:03:05 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"47,1","356,52","236,25",,"0,47",,,,"10,07",,,"9,036",21,20,16,"2,5","4,4","0,84","16,6",0,,,,,20/01/2023,2023,01,EX3600
0060138 ZSHI,60138,Análisis flúido,10/11/2022,0060138 ZSHI 20221110,"19059,78","19121,38","19121,38",451,38,Crítico,Crítico,,"19121,38",No,0,Advertencia,Los predictores de hierro se encuentran en rango de criticidad y los parametros de silicio e ISO en advertencia.,,Entrada de polvo,15/11/2022 1:48:37 p. m.,fpertuz,,,"51,78","371,49","271,22",,"0,3",,,,"9,79",,,"9,03",25,24,20,"1,9","3,69","0,69","12,52","0,21",,,,,10/11/2022,2022,11,EX3600
0060138 ZSHI,60138,Análisis flúido,3/10/2022,0060138 ZSHI 20221003,"18639,08","18670,38","18670,38","27,3",2,Crítico,Crítico,,"18670,38",No,0,Normal,Parametros en rangos normales,,Ninguna falla identificada,10/10/2022 9:23:54 a. m.,fpertuz,,,"78,9","360,43","291,32",,0,,,,"6,75",,,9,22,20,17,"1,71","4,77","1,11","13,27","0,43",,,,,3/10/2022,2022,10,EX3600
0060138 ZSHI,60138,Análisis flúido,1/10/2022,0060138 ZSHI 20221001,"18611,78","18643,08","18643,08","185,31",10,Crítico,Crítico,,"18643,08",No,0,Advertencia,Predictores de silicio en advertencia y hierro en critico.    ,"1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración: By pass, flujo pleno, drenaje y alta eficiencia  4. Cambie los desfogues del tanque hidráulico.  5. Tomar muestra de aceite hco.    ",Altos metales de desgaste,10/10/2022 9:59:48 a. m.,fpertuz,"Acción: Cambiar los filtros (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-12-27 17:20:48 por cerrejon_web_service:    Cierre de notas en 2024-03-15 11:20:41 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Tomar muestra de aceite (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-12-27 17:20:48 por cerrejon_web_service:    Cierre de notas en 2024-03-15 11:20:41 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"77,74","378,07","285,78",,0,,,,"7,75",,,"8,997",22,20,17,"2,14","4,67","0,99","13,57","0,09",,,,,1/10/2022,2022,10,EX3600
0060138 ZSHI,60138,Análisis flúido,21/09/2022,0060138 ZSHI 20220921,"18457,77","18457,77","18457,77","327,99",34,Crítico,Crítico,,"18457,77",No,0,Advertencia,Los predictores de silicio se encuentran en advertencia y hierro se encuentran en rango de critico.  ,Realizar contramuestra de aceite hidraulico debido a que la muestra procesada se tomo unos dias antes del PM de 2000mil hrs que se realizó los dias 22 y 23 de Septiembre en el cual se cambió toda la filtración hidraúlica.,Altos metales de desgaste,27/09/2022 4:40:41 p. m.,fpertuz,"Acción: Tomar muestra de aceite (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-12-27 17:20:55 por cerrejon_web_service:    Cierre de notas en 2024-03-15 09:44:33 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"70,5","372,61","312,77",,0,,,,"7,45",,,"8,99",19,18,16,"1,8","4,81","1,03","11,6",0,,,,,21/09/2022,2022,09,EX3600
0060138 ZSHI,60138,Análisis flúido,18/08/2022,0060138 ZSHI 20220818,"18129,78","18129,78","18129,78","599,28",40,Crítico,Crítico,,"18129,78",No,0,Advertencia,Los predictores del hierro está en rangos de criticos.,"1. Inspeccione fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores)  3. Programar el cambio de toda la filtración y toma de contramuestra de aceite de 1 LT para entregar a Primax.  4. Cambie los desfogues del tanque hidráulico.  5. Cambie los filtros del sistema (By pass, flujo pleno y alta eficiencia)  ",Altos metales de desgaste,26/08/2022 12:17:46 p. m.,fpertuz,"Acción: Cambiar los filtros (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-09-19 11:45:20 por cerrejon_web_service:    Cierre de notas en 2024-03-15 09:44:31 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Inspeccionar por soltura mecanica (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-09-19 11:45:20 por cerrejon_web_service:    Cierre de notas en 2024-03-15 09:44:31 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Investigar la fuente del desgaste anormal. (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Closed  Realización de Notas en 2022-09-19 11:45:20 por cerrejon_web_service:    Cierre de notas en 2024-03-15 09:44:31 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"71,16","367,21","287,94",,0,,,,"6,38",,,"9,08",19,18,14,"1,74","4,42","0,78","10,24","1,55",,,,,18/08/2022,2022,08,EX3600
0060138 ZSHI,60138,Análisis flúido,9/07/2022,0060138 ZSHI 20220709,"17530,5","17530,5","17530,5","101,98",6,Crítico,Advertencia,,"17530,5",No,0,Advertencia,Ya se tiene una OT en proceso por este predictor,,Alto conteo de partículas,15/07/2022 9:58:25 a. m.,fpertuz,,,"75,43","369,88","289,85",,0,,,,"4,2",,,"8,76",18,16,12,0,"3,92","1,23","8,51",0,,,,,9/07/2022,2022,07,EX3600
0060138 ZSHI,60138,Análisis flúido,3/07/2022,0060138 ZSHI 20220703,"17428,52","17428,52","17428,52","848,14",74,Crítico,Advertencia,,"17428,52",No,0,Advertencia,"Haremos seguimiento a proxima contramuestra, filtros recien cambiados.",,Alto conteo de partículas,10/07/2022 7:32:06 p. m.,fpertuz,,,"69,41","388,73","248,52",,0,,,,"3,38",,,"8,77",17,15,11,"0,92","3,16","0,8","6,98","0,39",,,,,3/07/2022,2022,07,EX3600
0060138 ZSHI,60138,Análisis flúido,20/04/2022,0060138 ZSHI 20220420,"16580,38","16580,38","16580,38","430,29",30,Crítico,Advertencia,,"16580,38",No,0,Normal,"Combinación de aceites, mantendremos seguimiento a las muestras y mantendremos cambio de filtración bajo rutina convencional de Seis.",,Ninguna falla identificada,24/04/2022 11:48:31 p. m.,fpertuz,,,"42,04","325,32","272,37",,0,,,,"3,44",,,"8,828",22,21,19,"1,02","6,2","1,7",5,0,,,,,20/04/2022,2022,04,EX3600
0060138 ZSHI,60138,Análisis flúido,21/03/2022,0060138 ZSHI 20220321,"16150,09","16150,09","16150,09","975,02",63,Advertencia,Advertencia,,"16150,09",No,0,Advertencia,"Combinación de aceites, mantendremos seguimiento a las muestras y mantendremos cambio de filtración bajo rutina convencional de Seis.",,Transferencia de fluido,23/03/2022 10:28:04 a. m.,fpertuz,,,"36,86","281,78","214,37",,0,,,,"4,03",,,"8,668",21,20,17,"1,25","10,26","1,45",5,0,,,,,21/03/2022,2022,03,EX3600
0060138 ZSHI,60138,Análisis flúido,17/01/2022,0060138 ZSHI 20220117,"15175,07","15175,07","15175,07","728,07",46,Crítico,Advertencia,,"15175,07",No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,19/01/2022 8:10:55 p. m.,sysadmin,,,"42,65","439,82","345,96",,"0,48",,,,"0,85",,,"9,034",23,22,20,"0,28","0,08",0,0,0,,,,,17/01/2022,2022,01,EX3600
0060138 ZSHI,60138,Análisis flúido,2/12/2021,0060138 ZSHI 20211202,14447,14447,14447,"547,21",34,Advertencia,Crítico,,14447,No,0,Advertencia,Los predictor de cobre está en advertencia.  ,"1. Programar el cambio de toda la filtración y toma de contramuestra de aceite de 1 LT para entregar a Primax.  2. Cambie los filtros de flujo pleno, by pass y alta eficiencia.  ",Alto conteo de partículas,12/12/2021 10:05:48 p. m.,fpertuz,"Acción: Cambiar los filtros (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2021-12-20 10:50:13 por cerrejon_web_service:  Se efectua en parada programada  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  SISTEMA HIDRAULICO (TRAKKA)  B.  Qu% trabajo se realiz%?  SISTEMA HIDRAULICO (TRAKKA)  C.  Cu%l fue la causa oposible causa de la falla? PARADA PROGRAMADA D.  Qu% desvia    Cierre de notas en 2024-03-14 16:24:08 por etorres4:  Se efectua cambio de giltracion y revisiones del sistema sin novedades relevantyes durante la parada de Seis    ",,"23,59","275,17","213,94",,"0,19",,,,"5,56",,,"8,827",18,16,13,"1,05","12,71","1,29","5,93",0,,,,,2/12/2021,2021,12,EX3600
0060138 ZSHI,60138,Análisis flúido,29/10/2021,0060138 ZSHI 20211029,"13899,79","13899,79","13899,79","367,89",29,Crítico,Advertencia,,"13899,79",No,0,Advertencia,"Los predictores de cobre y hierro están en advertencia, se debe forzar el test hidráulico en el pre seis.","1.	Inspeccione fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidraulicos  2.	Efectúe test hidráulico e inspeccione rendimiento de todas las bombas.  3.	Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores)  4.	Programar el cambio de toda la filtración y toma de contramuestra de aceite de 1 LT para entregar a Primax.  ",Alto conteo de partículas,7/11/2021 10:01:09 p. m.,fpertuz,"Acción: Investigar la fuente del desgaste anormal. (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2021-11-17 10:48:24 por cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  SSITEMA HIDRAULICO (TRAKKA)  B.  Qu% trabajo se realiz%?  SSITEMA HIDRAULICO (TRAKKA)  C.  Cu%l fue la causa oposible causa de la falla? PARADA PROGRAMADA  D.  Qu% desvi    Cierre de notas en 2024-03-15 09:44:25 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"25,96","290,05","250,25",,"0,15",,,,"5,94",,,"8,817",22,21,18,"1,13","5,87","1,59",7,"0,44",,,,,29/10/2021,2021,10,EX3600
0060138 ZSHI,60138,Análisis flúido,30/09/2021,0060138 ZSHI 20210930,"13531,9","13531,9","13531,9","291,1",18,Crítico,Advertencia,,"13531,9",No,0,Advertencia,Ya se tiene una OT en proceso,,Ninguna falla identificada,3/10/2021 11:38:07 p. m.,fpertuz,,,"29,38","331,91","268,61",,0,,,,"8,05",,,"8,717",22,21,17,"1,48","6,29","1,48",7,"0,04",,,,,30/09/2021,2021,09,EX3600
0060138 ZSHI,60138,Análisis flúido,12/09/2021,0060138 ZSHI 20210912,"13240,8","13240,8","13240,8","172,06",14,Advertencia,Advertencia,,"13240,8",No,0,Advertencia,Los predictores de cobre y hierro están en rangos de advertencia.,"1. Cambiar los filtros del sistema hidráulico de flujo pleno, by pass y alta eficiencia  2. Tome una muestra de aceite de 1LT y entréguela en laboratorio de tribología de Cerrejon para que Primax analice los resultados.  ",Alto conteo de partículas,20/09/2021 12:46:01 a. m.,fpertuz,Acción: Cambiar los filtros (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2021-10-12 10:58:42 por fpertuz:    Cierre de notas en 2021-10-12 10:58:42 por fpertuz:  Se ejecuto en la parada programada    Acción: Muestrear Para Medir Propiedades De Aceite A Granel (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2021-10-12 10:58:42 por fpertuz:    Cierre de notas en 2021-10-12 10:58:42 por fpertuz:  Se ejecuto en la parada programada    ,,"28,03","309,88","275,18",,"0,11",,3,4,"8,42",,13,"8,724",21,20,17,"1,64","6,56","2,8",8,0,,,,,12/09/2021,2021,09,EX3600
0060138 ZSHI,60138,Análisis flúido,29/08/2021,0060138 ZSHI 20210829,"13068,74","13068,74","13068,74","467,63",35,Advertencia,Advertencia,,"13068,74",No,0,Normal,Seguimiento a la siguiente muestra,,Ninguna falla identificada,6/09/2021 12:18:49 a. m.,fpertuz,,,"42,57","329,35","261,93",,0,,,,"7,82",,,"8,744",20,19,16,"1,03","6,11","1,74",6,"0,17",,,,,29/08/2021,2021,08,EX3600
0060138 ZSHI,60138,Análisis flúido,25/07/2021,0060138 ZSHI 20210725,"12601,11","12601,11","12601,11","404,51",24,Advertencia,Normal,,"12601,11",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,26/07/2021 9:10:28 p. m.,sysadmin,,,"35,17","387,58","276,56",,"0,4",,,,"0,08",,,"9,017",17,15,13,"0,25","0,68","0,03",0,"0,14",,,,,25/07/2021,2021,07,EX3600
0060138 ZSHI,60138,Análisis flúido,1/07/2021,0060138 ZSHI 20210701,"12196,6","12196,6","12196,6","661,18",45,Crítico,Normal,,"12196,6",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,3/07/2021 9:10:27 p. m.,sysadmin,,,"34,63","470,8","270,79",,"0,31",,,,"0,07",,,"9,154",22,21,18,"0,15","0,16",0,0,"0,54",,,,,1/07/2021,2021,07,EX3600
0060138 ZSHI,60138,Análisis flúido,17/05/2021,0060138 ZSHI 20210517,"11535,42","11535,42","11535,42","448,26",32,Advertencia,Normal,,"11535,42",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,19/05/2021 9:10:42 p. m.,sysadmin,,,"46,39","323,55","203,3",,0,,,,"3,03",,,"8,7",19,17,13,"1,01","4,35","1,41",3,"0,49",,,,,17/05/2021,2021,05,EX3600
0060138 ZSHI,60138,Análisis flúido,15/04/2021,0060138 ZSHI 20210415,"11087,16","11087,16","11087,16","537,03",34,Crítico,Advertencia,,"11087,16",No,0,Normal,Se tiene programado para el PM proximo a ingresar,,Ninguna falla identificada,19/04/2021 6:03:26 p. m.,fpertuz,,,"64,06","397,14","226,75",,0,,,,"4,12",,,"8,595",,,,"1,13","5,57","1,22",4,"0,43",,,,,15/04/2021,2021,04,EX3600
